X	Y	P20_001	P20_002	P20_003	P20_004	P20_005	P20_006	P20_007	P20_008	P20_009	P20_010	P20_011	P20_012	レベル	備考	緯度	経度	NO
139.877171	35.735595	13123	西小岩小学校	東京都江戸川区西小学校岩3-19-12	避難所	2473	-1	0	0	0	0	0	1	1		35.735595	139.877171	2241
139.862535	35.711263	13123	西小松川小学校	東京都江戸川区松島3-30-6	避難所	2218	-1	0	0	0	0	0	1	1		35.711263	139.862535	2242
139.862091	35.682934	13123	船堀小学校	東京都江戸川区船堀2-22-22	避難所	2458	-1	0	0	0	0	0	1	1		35.682934	139.862091	2243
139.867674	35.683045	13123	船堀二小学校	東京都江戸川区船堀4-14-4	避難所	3695	-1	0	0	0	0	0	1	1		35.683045	139.867674	2244
139.866202	35.678296	13123	船堀幼稚園	東京都江戸川区船堀6-11-39	避難所	-1	-1	0	0	0	0	0	1	1		35.678296	139.866202	2245
139.876278	35.717362	13123	総合体育館	東京都江戸川区松本1-35-1	避難所	-1	-1	0	0	0	0	0	1	1		35.717362	139.876278	2246
139.873339	35.706071	13123	大杉小学校	東京都江戸川区中学校央2-16-15	避難所	2044	-1	0	0	0	0	0	1	1		35.706071	139.873339	2247
139.878895	35.700822	13123	大杉東小学校	東京都江戸川区西一之江2-8-5	避難所	2572	-1	0	0	0	0	0	1	1		35.700822	139.878895	2248
139.881172	35.70696	13123	大杉二小学校	東京都江戸川区大杉3-11-1	避難所	2543	-1	0	0	0	0	0	1	1		35.70696	139.881172	2249
139.864247	35.700816	13123	中央くすのきカルチャーセンター	東京都江戸川区西小松川町34-1	避難所	-1	-1	0	0	0	0	0	1	3		35.700816	139.864247	2250
139.869747	35.710539	13123	中央図書館	東京都江戸川区中央3-1-3	避難所	-1	-1	0	0	0	0	0	1	1		35.710539	139.869747	2251
139.839504	35.711745	13123	中平井コミュニティ会館	東京都江戸川区平井7-1-6	避難所	-1	-1	0	0	0	0	0	1	1		35.711745	139.839504	2252
139.89192	35.737678	13123	中小岩小学校	東京都江戸川区北小岩3-12-22	避難所	2312	-1	0	0	0	0	0	1	1		35.737678	139.89192	2253
139.8780767	35.66590886	13123	長島桑川コミュニティ会館	東京都江戸川区東葛西5-31-18	避難所	-1	-1	0	0	0	0	0	1	3		35.66590886	139.8780767	2254
139.879691	35.654838	13123	東葛西コミュニティ会館	東京都江戸川区東葛西8-22-1	避難所	-1	-1	0	0	0	0	0	1	1		35.654838	139.879691	2255
139.879717	35.653895	13123	東葛西小学校	東京都江戸川区東葛西8-23-1	避難所	3812	-1	0	0	0	0	0	1	1		35.653895	139.879717	2256
139.879368	35.660965	13123	東葛西中学校	東京都江戸川区東葛西6-40-1	避難所	2956	-1	0	0	0	0	0	1	1		35.660965	139.879368	2257
139.878812	35.683629	13123	東京都立葛西工業高等学校	東京都江戸川区一之江7-68-1	避難所	-1	-1	0	0	0	0	0	1	1		35.683629	139.878812	2258
139.870814	35.653688	13123	東京都立葛西南高等学校	東京都江戸川区南葛西1-11-1	避難所	-1	-1	0	0	0	0	0	1	1		35.653688	139.870814	2259
139.865063	35.708264	13123	東京都立江戸川高等学校	東京都江戸川区松島2-38-1	避難所	-1	-1	0	0	0	0	0	1	1		35.708264	139.865063	2260
139.859037	35.652798	13123	東京都立紅葉川高等学校	東京都江戸川区臨海町2-1-1	避難所	-1	-1	0	0	0	0	0	1	1		35.652798	139.859037	2261
139.916186	35.700506	13123	東京都立篠崎高等学校	東京都江戸川区東篠崎1-10-1	避難所	-1	-1	0	0	0	0	0	1	1		35.700506	139.916186	2262
139.869266	35.721595	13123	東京都立小岩高等学校	東京都江戸川区本一色3-10-1	避難所	-1	-1	0	0	0	0	0	1	1		35.721595	139.869266	2263
139.85187	35.702625	13123	東京都立小松川高等学校	東京都江戸川区平井1-27-10	避難所	-1	-1	0	0	0	0	0	1	1		35.702625	139.85187	2264
139.889059	35.729485	13123	東小岩小学校	東京都江戸川区東小岩4-12-1	避難所	1952	-1	0	0	0	0	0	1	1		35.729485	139.889059	2265
139.865702	35.693155	13123	東小松川小学校	東京都江戸川区東小松川3-27-1	避難所	2367	-1	0	0	0	0	0	1	1		35.693155	139.865702	2266
139.897644	35.694018	13123	東部フレンドホール	東京都江戸川区瑞江2-5-7	避難所	-1	-1	0	0	0	0	0	1	1		35.694018	139.897644	2267
139.876036	35.6468	13123	南葛西会館	東京都江戸川区南葛西6-8-9	避難所	-1	-1	0	0	0	0	0	1	1		35.6468	139.876036	2268
139.87087	35.643633	13123	南葛西三小学校	東京都江戸川区南葛西5-2-1	避難所	3315	-1	0	0	0	0	0	1	1		35.643633	139.87087	2269
139.874592	35.6468	13123	南葛西小学校	東京都江戸川区南葛西5-10-1	避難所	2893	-1	0	0	0	0	0	1	1		35.6468	139.874592	2270
139.875119	35.645411	13123	南葛西中学校	東京都江戸川区南葛西5-12-1	避難所	2189	-1	0	0	0	0	0	1	1		35.645411	139.875119	2271
139.880313	35.649883	13123	南葛西二小学校	東京都江戸川区南葛西7-5-9	避難所	3107	-1	0	0	0	0	0	1	1		35.649883	139.880313	2272
139.871175	35.644522	13123	南葛西二中学校	東京都江戸川区南葛西5-3-1	避難所	3162	-1	0	0	0	0	0	1	1		35.644522	139.871175	2273
139.904273	35.69812	13123	南篠崎小学校	東京都江戸川区南篠崎町4-27-5	避難所	2801	-1	0	0	0	0	0	1	1		35.69812	139.904273	2274
139.881825	35.730444	13123	南小岩コミュニティ会館	東京都江戸川区南小岩7-17-10	避難所	-1	-1	0	0	0	0	0	1	1		35.730444	139.881825	2275
139.885226	35.723041	13123	南小岩小学校	東京都江戸川区南小岩4-16-1	避難所	1989	-1	0	0	0	0	0	1	1		35.723041	139.885226	2276
139.889421	35.722042	13123	南小岩二小学校	東京都江戸川区南小岩2-16-1	避難所	2295	-1	0	0	0	0	0	1	1		35.722042	139.889421	2277
139.878785	35.662493	13123	二葛西小学校	東京都江戸川区東葛西6-33-1	避難所	2905	-1	0	0	0	0	0	1	1		35.662493	139.878785	2278
139.861536	35.704958	13123	二松江小学校	東京都江戸川区松島2-16-20	避難所	1590	-1	0	0	0	0	0	1	1		35.704958	139.861536	2279
139.880835	35.676961	13123	二之江コミュニティ会館	東京都江戸川区江戸川6-46	避難所	-1	-1	0	0	0	0	0	1	1		35.676961	139.880835	2280
139.879368	35.674602	13123	二之江三小学校	東京都江戸川区江戸川5-18-3	避難所	1874	-1	0	0	0	0	0	1	1		35.674602	139.879368	2281
139.879229	35.675852	13123	二之江小学校	東京都江戸川区江戸川6-44	避難所	2065	-1	0	0	0	0	0	1	1		35.675852	139.879229	2282
139.877285	35.681935	13123	二之江中学校	東京都江戸川区春江町5-3-1	避難所	2571	-1	0	0	0	0	0	1	1		35.681935	139.877285	2283
139.87684	35.679824	13123	二之江二小学校	東京都江戸川区春江町5-13	避難所	2210	-1	0	0	0	0	0	1	1		35.679824	139.87684	2284
139.847898	35.705569	13123	平井コミュニティ会館	東京都江戸川区平井4-18-10	避難所	-1	-1	0	0	0	0	0	1	1		35.705569	139.847898	2285
139.842148	35.71068	13123	平井小学校	東京都江戸川区平井6-35-1	避難所	2327	-1	0	0	0	0	0	1	1		35.71068	139.842148	2286
139.839342	35.714568	13123	平井西小学校	東京都江戸川区平井7-22-24	避難所	1885	-1	0	0	0	0	0	1	1		35.714568	139.839342	2287
139.847592	35.708597	13123	平井東小学校	東京都江戸川区平井4-28-9	避難所	1895	-1	0	0	0	0	0	1	1		35.708597	139.847592	2288
139.841593	35.702014	13123	平井南小学校	東京都江戸川区平井3-3-1	避難所	2038	-1	0	0	0	0	0	1	1		35.702014	139.841593	2289
139.836204	35.706514	13123	平井二小学校	東京都江戸川区平井6-1-17	避難所	1628	-1	0	0	0	0	0	1	1		35.706514	139.836204	2290
139.857187	35.673119	13123	北葛西コミュニティ会館	東京都江戸川区北葛西2-11-39	避難所	-1	-1	0	0	0	0	0	1	1		35.673119	139.857187	2291
139.886971	35.742203	13123	北小岩コミュニティ会館	東京都江戸川区北小岩6-35-17	避難所	-1	-1	0	0	0	0	0	1	1		35.742203	139.886971	2292
139.885726	35.740455	13123	北小岩小学校	東京都江戸川区北小岩2-15-1	避難所	1913	-1	0	0	0	0	0	1	1		35.740455	139.885726	2293
139.872339	35.718569	13123	本一色小学校	東京都江戸川区本一色2-10-1	避難所	2447	-1	0	0	0	0	0	1	1		35.718569	139.872339	2294
139.860065	35.651771	13123	臨海小学校	東京都江戸川区臨海町2-2-11	避難所	4036	-1	0	0	0	0	0	1	1		35.651771	139.860065	2295
139.85996	35.652785	13123	臨海町コミュニティ会館	東京都江戸川区臨海町2-2-9	避難所	-1	-1	0	0	0	0	0	1	1		35.652785	139.85996	2296
139.864842	35.668102	13123	六葛西小学校	東京都江戸川区西葛西4-5-1	避難所	2498	-1	0	0	0	0	0	1	1		35.668102	139.864842	2297
139.33872	35.675477	13201	ひよどり山中学校	東京都八王子市暁町3-1-1	一時避難場所、避難所	-1	746	0	0	0	0	0	1	1		35.675477	139.33872	2298
139.324806	35.627214	13201	みなみ野君田小学校	東京都八王子市みなみ野4-3-1	一時避難場所、避難所	-1	1137	0	0	0	0	0	1	3		35.627214	139.324806	2299
139.323417	35.632871	13201	みなみ野小学校	東京都八王子市みなみ野6-14-1	一時避難場所、避難所	-1	996	0	0	0	0	0	1	1		35.632871	139.323417	2300
139.322	35.632398	13201	みなみ野中学校	東京都八王子市みなみ野6-14-2	一時避難場所、避難所	-1	1058	0	0	0	0	0	1	1		35.632398	139.322	2301
139.2763207	35.67326176	13201	わくわくビレッジ	東京都八王子市川町55	一時避難場所、避難所	-1	-1	0	0	0	0	0	1	3		35.67326176	139.2763207	2302
139.373267	35.619294	13201	愛宕小学校	東京都八王子市上柚木3-20	一時避難場所、避難所	-1	818	0	0	0	0	0	1	1		35.619294	139.373267	2303
139.353968	35.687004	13201	宇津木台小学校	東京都八王子市久保山町2-18	一時避難場所、避難所	-1	700	0	0	0	0	0	1	1		35.687004	139.353968	2304
139.304363	35.633954	13201	横山第一小学校	東京都八王子市館町74	一時避難場所、避難所	-1	742	0	0	0	0	0	1	1		35.633954	139.304363	2305
139.301529	35.653923	13201	横山第二小学校	東京都八王子市並木町26-1	一時避難場所、避難所	-1	743	0	0	0	0	0	1	1		35.653923	139.301529	2306
139.302585	35.648702	13201	横山中学校	東京都八王子市散田町5-22-36	一時避難場所、避難所	-1	-1	0	0	0	0	0	1	1		35.648702	139.302585	2307
139.310524	35.633777	13201	横山南市民センター	東京都八王子市椚田町137-3	一時避難場所、避難所	-1	874	0	0	0	0	0	1	1		35.633777	139.310524	2308
139.3075	35.667227	13201	横川小学校	東京都八王子市横川町305	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.667227	139.3075	2309
139.305389	35.668505	13201	横川中学校	東京都八王子市横川町364	一時避難場所、避難所	-1	749	0	0	0	0	0	1	1		35.668505	139.305389	2310
139.268746	35.673976	13201	恩方市民センター	東京都八王子市西寺方町260-4	一時避難場所、避難所	-1	767	0	0	0	0	0	1	1		35.673976	139.268746	2311
139.254644	35.669642	13201	恩方第一小学校	東京都八王子市下恩方町1369	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.669642	139.254644	2312
139.2109	35.671923	13201	恩方第二小学校	東京都八王子市上恩方町2193	一時避難場所、避難所	-1	676	0	0	0	0	0	1	1		35.671923	139.2109	2313
139.242729	35.669699	13201	恩方中学校	東京都八王子市上恩方町11	一時避難場所、避難所	-1	840	0	0	0	0	0	1	1		35.669699	139.242729	2314
139.380468	35.622401	13201	下柚木小学校	東京都八王子市下柚木3-9	一時避難場所、避難所	-1	825	0	0	0	0	0	1	1		35.622401	139.380468	2315
139.323918	35.699572	13201	加住市民センター	東京都八王子市加住町1-338	一時避難場所、避難所	-1	569	0	0	0	0	0	1	1		35.699572	139.323918	2316
139.316915	35.701835	13201	加住小学校	東京都八王子市加住町1-191	一時避難場所、避難所	-1	725	0	0	0	0	0	1	1		35.701835	139.316915	2317
139.313609	35.704001	13201	加住中学校	東京都八王子市宮下町108-7	一時避難場所、避難所	-1	746	0	0	0	0	0	1	1		35.704001	139.313609	2318
139.288166	35.629664	13201	館小学校	東京都八王子市館町1097-15	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.629664	139.288166	2319
139.290809	35.62776	13201	館中学校	東京都八王子市館町2786	一時避難場所、避難所	-1	744	0	0	0	0	0	1	1		35.62776	139.290809	2320
139.371191	35.610486	13201	宮上小学校	東京都八王子市南大沢5-10	一時避難場所、避難所	-1	798	0	0	0	0	0	1	1		35.610486	139.371191	2321
139.373108	35.613207	13201	宮上中学校	東京都八王子市南大沢5-5	一時避難場所、避難所	-1	974	0	0	0	0	0	1	1		35.613207	139.373108	2322
139.2999699	35.62034121	13201	旧稲荷山小学校	東京都八王子市寺田町1455-3	一時避難場所、避難所	-1	700	0	0	0	0	0	1	3		35.62034121	139.2999699	2323
139.4212404	35.62999921	13201	旧三本松小学校	東京都八王子市松が谷1	一時避難場所、避難所	-1	700	0	0	0	0	0	1	3		35.62999921	139.4212404	2324
139.286247	35.683125	13201	元八王子市民センター	東京都八王子市上壱分方町747-1	一時避難場所、避難所	-1	691	0	0	0	0	0	1	1		35.683125	139.286247	2325
139.291946	35.669727	13201	元八王子小学校	東京都八王子市弐分方町761	一時避難場所、避難所	-1	743	0	0	0	0	0	1	1		35.669727	139.291946	2326
139.293612	35.672421	13201	元八王子中学校	東京都八王子市大楽寺町415	一時避難場所、避難所	-1	771	0	0	0	0	0	1	1		35.672421	139.293612	2327
139.304028	35.671255	13201	元八王子東小学校	東京都八王子市叶谷町1521	一時避難場所、避難所	-1	744	0	0	0	0	0	1	1		35.671255	139.304028	2328
139.26442	35.681114	13201	元木小学校	東京都八王子市下恩方町515-1	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.681114	139.26442	2329
139.3184224	35.68323727	13201	工学院大学犬目校舎及び清水公園	東京都八王子市	広域避難場所	-1	36000	0	0	0	0	0	1	3		35.68323727	139.3184224	2330
139.321804	35.682698	13201	甲ノ原中学校	東京都八王子市中野町2639-2	一時避難場所、避難所	-1	747	0	0	0	0	0	1	1		35.682698	139.321804	2331
139.365745	35.662452	13201	高倉小学校	東京都八王子市高倉町67-2	一時避難場所、避難所	-1	700	0	0	0	0	0	1	1		35.662452	139.365745	2332
139.288704	35.624153	13201	高尾山学園	東京都八王子市館町1097-30	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.624153	139.288704	2333
139.350748	35.628344	13201	高嶺小学校	東京都八王子市北野台4-21-1	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.628344	139.350748	2334
139.313556	35.64673	13201	山田小学校	東京都八王子市山田町1553	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.64673	139.313556	2335
139.301751	35.647841	13201	散田小学校	東京都八王子市散田町5-23-1	一時避難場所、避難所	-1	741	0	0	0	0	0	1	1		35.647841	139.301751	2336
139.296084	35.677532	13201	四谷中学校	東京都八王子市四谷町555	一時避難場所、避難所	-1	749	0	0	0	0	0	1	1		35.677532	139.296084	2337
139.34457	35.650814	13201	子安市民センター	東京都八王子市子安町2-6-1	一時避難場所、避難所	-1	742	0	0	0	0	0	1	1		35.650814	139.34457	2338
139.426158	35.633956	13201	鹿島小学校	東京都八王子市鹿島13	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.633956	139.426158	2339
139.320488	35.620594	13201	七国小学校	東京都八王子市七国5-27-1	一時避難場所、避難所	-1	1027	0	0	0	0	0	1	1		35.620594	139.320488	2340
139.322099	35.621115	13201	七国中学校	東京都八王子市七国6-41-1	一時避難場所、避難所	-1	1377	0	0	0	0	0	1	1		35.621115	139.322099	2341
139.382079	35.620179	13201	首都大学東京	東京都八王子市南大沢1-1	広域避難場所	-1	430000	0	0	0	0	0	1	1		35.620179	139.382079	2342
139.405382	35.624179	13201	秋葉台小学校	東京都八王子市別所2-5	一時避難場所、避難所	-1	791	0	0	0	0	0	1	1		35.624179	139.405382	2343
139.34108	35.672742	13201	小宮公園	東京都八王子市	広域避難場所	-1	283000	0	0	0	0	0	1	1		35.672742	139.34108	2344
139.367633	35.683644	13201	小宮小学校	東京都八王子市小宮町1128-3	一時避難場所、避難所	-1	761	0	0	0	0	0	1	1		35.683644	139.367633	2345
139.410021	35.628429	13201	松が谷高等学校	東京都八王子市松が谷1772	一時避難場所、避難所	-1	1720	0	0	0	0	0	1	1		35.628429	139.410021	2346
139.414076	35.628568	13201	松が谷小学校	東京都八王子市松が谷12	一時避難場所、避難所	-1	699	0	0	0	0	0	1	4		35.628568	139.414076	2347
139.417659	35.63029	13201	松が谷中学校	東京都八王子市松が谷23	一時避難場所、避難所	-1	749	0	0	0	0	0	1	4		35.63029	139.417659	2348
139.302333	35.685086	13201	松枝小学校	東京都八王子市楢原町601-13	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.685086	139.302333	2349
139.393883	35.622013	13201	松木小学校	東京都八王子市松木57-3	一時避難場所、避難所	-1	910	0	0	0	0	0	1	1		35.622013	139.393883	2350
139.391384	35.617819	13201	松木中学校	東京都八王子市別所1-34-1	一時避難場所、避難所	-1	980	0	0	0	0	0	1	1		35.617819	139.391384	2351
139.283974	35.684808	13201	上壱分方小学校	東京都八王子市上壱分方町799-2	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.684808	139.283974	2352
139.250032	35.7055	13201	上川口小学校	東京都八王子市上川町1099	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.7055	139.250032	2353
139.368886	35.616263	13201	上柚木小学校	東京都八王子市上柚木3-15	一時避難場所、避難所	-1	820	0	0	0	0	0	1	1		35.616263	139.368886	2354
139.370582	35.617471	13201	上柚木中学校	東京都八王子市上柚木3-17	一時避難場所、避難所	-1	994	0	0	0	0	0	1	1		35.617471	139.370582	2355
139.277614	35.659144	13201	城山小学校	東京都八王子市元八王子町2-1767	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.659144	139.277614	2356
139.281947	35.669365	13201	城山中学校	東京都八王子市川町792-2	一時避難場所、避難所	-1	729	0	0	0	0	0	1	1		35.669365	139.281947	2357
139.319555	35.676144	13201	清水小学校	東京都八王子市中野山王3-25-1	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.676144	139.319555	2358
139.364426	35.680253	13201	石川市民センター	東京都八王子市石川町438	一時避難場所、避難所	-1	768	0	0	0	0	0	1	1		35.680253	139.364426	2359
139.357301	35.683727	13201	石川中学校	東京都八王子市久保山町2-55	一時避難場所、避難所	-1	731	0	0	0	0	0	1	1		35.683727	139.357301	2360
139.299078	35.686508	13201	川口市民センター	東京都八王子市川口町3838川口やまゆり館内	一時避難場所、避難所	-1	808	0	0	0	0	0	1	3		35.686508	139.299078	2361
139.280252	35.692057	13201	川口小学校	東京都八王子市川口町3675	一時避難場所、避難所	-1	727	0	0	0	0	0	1	1		35.692057	139.280252	2362
139.284029	35.693918	13201	川口中学校	東京都八王子市川口町2555	一時避難場所、避難所	-1	828	0	0	0	0	0	1	1		35.693918	139.284029	2363
139.312991	35.66765214	13201	浅川河川敷	東京都八王子市	広域避難場所	-1	1129000	0	0	0	0	0	1	3		35.66765214	139.312991	2364
139.276872	35.643541	13201	浅川市民センター	東京都八王子市高尾町1652-1	一時避難場所、避難所	-1	256	0	0	0	0	0	1	1		35.643541	139.276872	2365
139.281781	35.64023	13201	浅川小学校	東京都八王子市初沢町1335	一時避難場所、避難所	-1	715	0	0	0	0	0	1	1		35.64023	139.281781	2366
139.280143	35.638508	13201	浅川中学校	東京都八王子市初沢町1370	一時避難場所、避難所	-1	744	0	0	0	0	0	1	1		35.638508	139.280143	2367
139.28878	35.657061	13201	船田小学校	東京都八王子市長房町1041-2	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.657061	139.28878	2368
139.327053	35.69042	13201	創価大学	東京都八王子市丹木町1-236	広域避難場所	-1	192000	0	0	0	0	0	1	1		35.69042	139.327053	2369
139.358024	35.645287	13201	打越中学校	東京都八王子市打越町349-1	一時避難場所、避難所	-1	729	0	0	0	0	0	1	1		35.645287	139.358024	2370
139.320125	35.65501	13201	台町市民センター	東京都八王子市台町3-20-1	一時避難場所、避難所	-1	811	0	0	0	0	0	1	1		35.65501	139.320125	2371
139.351939	35.663113	13201	大和田市民センター	東京都八王子市大和田町5-9-1	一時避難場所、避難所	-1	902	0	0	0	0	0	1	1		35.663113	139.351939	2372
139.354441	35.66559	13201	大和田小学校	東京都八王子市大和田町4-19-1	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.66559	139.354441	2373
139.336637	35.66134	13201	第一小学校	東京都八王子市元横山町2-14-3	一時避難場所、避難所	-1	738	0	0	0	0	0	1	1		35.66134	139.336637	2374
139.361301	35.669701	13201	第一中学校	東京都八王子市石川町2957-1	一時避難場所、避難所	-1	853	0	0	0	0	0	1	1		35.669701	139.361301	2375
139.324804	35.670894	13201	第九小学校	東京都八王子市中野上町2-14-1	一時避難場所、避難所	-1	745	0	0	0	0	0	1	1		35.670894	139.324804	2376
139.308112	35.659367	13201	第五小学校	東京都八王子市千人町3-7-7	一時避難場所、避難所	-1	750	0	0	0	0	0	1	1		35.659367	139.308112	2377
139.344414	35.661535	13201	第五中学校	東京都八王子市明神町4-19-1	一時避難場所、避難所	-1	848	0	0	0	0	0	1	1		35.661535	139.344414	2378
139.331943	35.655479	13201	第三小学校	東京都八王子市寺町29-15	一時避難場所、避難所	-1	802	0	0	0	0	0	1	1		35.655479	139.331943	2379
139.34147	35.650202	13201	第三中学校	東京都八王子市子安町2-18-1	一時避難場所、避難所	-1	841	0	0	0	0	0	1	1		35.650202	139.34147	2380
139.345831	35.65773	13201	第四小学校	東京都八王子市明神町2-15-1	一時避難場所、避難所	-1	741	0	0	0	0	0	1	1		35.65773	139.345831	2381
139.319805	35.665922	13201	第四中学校	東京都八王子市元本郷町2-21-1	一時避難場所、避難所	-1	1136	0	0	0	0	0	1	1		35.665922	139.319805	2382
139.323583	35.65709	13201	第七小学校	東京都八王子市台町4-2-1	一時避難場所、避難所	-1	1202	0	0	0	0	0	1	1		35.65709	139.323583	2383
139.316139	35.65073	13201	第七中学校	東京都八王子市散田町2-2-1	一時避難場所、避難所	-1	840	0	0	0	0	0	1	1		35.65073	139.316139	2384
139.343553	35.666201	13201	第十小学校	東京都八王子市大和田町7-5-1	一時避難場所、避難所	-1	745	0	0	0	0	0	1	1		35.666201	139.343553	2385
139.321916	35.661645	13201	第二小学校	東京都八王子市八木町7-1	一時避難場所、避難所	-1	713	0	0	0	0	0	1	1		35.661645	139.321916	2386
139.315	35.670588	13201	第二中学校	東京都八王子市中野上町4-28-1	一時避難場所、避難所	-1	856	0	0	0	0	0	1	1		35.670588	139.315	2387
139.360662	35.671312	13201	第八小学校	東京都八王子市石川町2065	一時避難場所、避難所	-1	639	0	0	0	0	0	1	1		35.671312	139.360662	2388
139.34297	35.650036	13201	第六小学校	東京都八王子市子安町2-19-1	一時避難場所、避難所	-1	742	0	0	0	0	0	1	1		35.650036	139.34297	2389
139.330082	35.653452	13201	第六中学校	東京都八王子市上野町97	一時避難場所、避難所	-1	1132	0	0	0	0	0	1	1		35.653452	139.330082	2390
139.279699	35.62851	13201	拓殖大学	東京都八王子市館町815-1	広域避難場所	-1	44000	0	0	0	0	0	1	1		35.62851	139.279699	2391
139.404354	35.642121	13201	中央大学	東京都八王子市東中野742-1	広域避難場所	-1	488096	0	0	0	0	0	1	1		35.642121	139.404354	2392
139.35847	35.625595	13201	中山小学校	東京都八王子市中山1155	一時避難場所、避難所	-1	697	0	0	0	0	0	1	1		35.625595	139.35847	2393
139.358164	35.624234	13201	中山中学校	東京都八王子市中山1158-1	一時避難場所、避難所	-1	745	0	0	0	0	0	1	1		35.624234	139.358164	2394
139.318572	35.681715	13201	中野市民センター	東京都八王子市中野町2726-7	一時避難場所、避難所	-1	718	0	0	0	0	0	1	1		35.681715	139.318572	2395
139.327165	35.674561	13201	中野北小学校	東京都八王子市中野山王3-1-1	一時避難場所、避難所	-1	741	0	0	0	0	0	1	1		35.674561	139.327165	2396
139.365496	35.642482	13201	長沼小学校	東京都八王子市長沼町707-3	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.642482	139.365496	2397
139.388451	35.610745	13201	長池小学校	東京都八王子市別所1-55	一時避難場所、避難所	-1	873	0	0	0	0	0	1	1		35.610745	139.388451	2398
139.295322	35.650383	13201	長房市民センター	東京都八王子市長房町506-2	一時避難場所、避難所	-1	358	0	0	0	0	0	1	1		35.650383	139.295322	2399
139.300585	35.657784	13201	長房小学校	東京都八王子市長房町340-4	一時避難場所、避難所	-1	726	0	0	0	0	0	1	1		35.657784	139.300585	2400
139.288002	35.658089	13201	長房中学校	東京都八王子市長房町1041-1	一時避難場所、避難所	-1	736	0	0	0	0	0	1	1		35.658089	139.288002	2401
139.342027	35.625067	13201	東京工科大学	東京都八王子市片倉町1404-1	広域避難場所	-1	348972	0	0	0	0	0	1	1		35.625067	139.342027	2402
139.384995	35.638288	13201	東京薬科大学グランド	東京都八王子市堀之内1432-1	広域避難場所	-1	9076	0	0	0	0	0	1	1		35.638288	139.384995	2403
139.286503	35.642674	13201	東浅川小学校	東京都八王子市東浅川町550-22	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.642674	139.286503	2404
139.307944	35.68817	13201	陶鎔小学校	東京都八王子市犬目町56	一時避難場所、避難所	-1	741	0	0	0	0	0	1	1		35.68817	139.307944	2405
139.307361	35.675588	13201	楢原小学校	東京都八王子市楢原町1287-2	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.675588	139.307361	2406
139.313999	35.678588	13201	楢原中学校	東京都八王子市楢原町1235	一時避難場所、避難所	-1	800	0	0	0	0	0	1	1		35.678588	139.313999	2407
139.343581	35.660646	13201	南多摩高等学校	東京都八王子市明神町4-20-1	一時避難場所、避難所	-1	1344	0	0	0	0	0	1	1		35.660646	139.343581	2408
139.3794868	35.61155796	13201	南大沢市民センター	東京都八王子市南大沢2-27南大沢総合ｾﾝﾀ-3F	一時避難場所、避難所	-1	799	0	0	0	0	0	1	3		35.61155796	139.3794868	2409
139.37433	35.60843	13201	南大沢小学校	東京都八王子市南大沢4-18	一時避難場所、避難所	-1	700	0	0	0	0	0	1	1		35.60843	139.37433	2410
139.380552	35.608875	13201	南大沢中学校	東京都八王子市南大沢3-7	一時避難場所、避難所	-1	749	0	0	0	0	0	1	1		35.608875	139.380552	2411
139.288502	35.671727	13201	弐分方小学校	東京都八王子市弐分方町520-1	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.671727	139.288502	2412
139.382968	35.610319	13201	柏木小学校	東京都八王子市南大沢3-3	一時避難場所、避難所	-1	700	0	0	0	0	0	1	1		35.610319	139.382968	2413
139.305584	35.657923	13201	八王子桑志高等学校	東京都八王子市千人町4-8-1	一時避難場所、避難所	-1	544	0	0	0	0	0	1	3		35.657923	139.305584	2414
139.317194	35.65459	13201	八王子拓真高等学校	東京都八王子市台町3-25-1	一時避難場所、避難所	-1	585	0	0	0	0	0	1	3		35.65459	139.317194	2415
139.364523	35.662035	13201	八王子東高等学校	東京都八王子市高倉町68-1	一時避難場所、避難所	-1	1567	0	0	0	0	0	1	1		35.662035	139.364523	2416
139.3035	35.685559	13201	八王子北高等学校	東京都八王子市楢原町601	一時避難場所、避難所	-1	520	0	0	0	0	0	1	1		35.685559	139.3035	2417
139.248422	35.690863	13201	美山小学校	東京都八王子市美山町1892	一時避難場所、避難所	-1	699	0	0	0	0	0	1	1		35.690863	139.248422	2418
139.3229472	35.65157043	13201	富士森公園	東京都八王子市台町2-2	広域避難場所	-1	116000	0	0	0	0	0	1	1		35.65157043	139.3229472	2419
